taxa_name,latitude,longitude,year,date,precip_mm
A_cinereopannosa,42.4881,-72.5376,2000,2000-07-26,5.5
A_cinereopannosa,42.4881,-72.5376,2000,2000-07-27,19.8
A_cinereopannosa,42.4881,-72.5376,2000,2000-07-28,0.1
A_cinereopannosa,42.4881,-72.5376,2000,2000-07-29,1.3
A_cinereopannosa,42.4881,-72.5376,2000,2000-07-30,5.8
A_cinereopannosa,42.4881,-72.5376,2000,2000-07-31,9.5
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-01,1.1
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-02,4.8
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-03,8.9
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-04,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-05,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-06,2.7
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-07,10.1
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-08,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-09,1.2
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-10,4.1
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-11,2.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-12,3.2
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-13,0.9
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-14,10.9
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-15,0.6
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-16,5.8
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-17,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-18,0.6
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-19,0.2
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-20,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-21,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-22,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-23,7.7
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-24,0.0
A_cinereopannosa,42.4881,-72.5376,2000,2000-08-25,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-07-26,20.9
A_cinereopannosa,42.4881,-72.5376,2001,2001-07-27,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-07-28,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-07-29,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-07-30,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-07-31,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-01,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-02,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-03,9.9
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-04,28.2
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-05,0.4
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-06,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-07,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-08,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-09,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-10,2.6
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-11,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-12,3.5
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-13,3.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-14,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-15,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-16,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-17,5.1
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-18,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-19,0.2
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-20,7.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-21,0.3
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-22,0.2
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-23,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-24,0.0
A_cinereopannosa,42.4881,-72.5376,2001,2001-08-25,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-07-26,0.4
A_cinereopannosa,42.4881,-72.5376,2002,2002-07-27,0.8
A_cinereopannosa,42.4881,-72.5376,2002,2002-07-28,5.7
A_cinereopannosa,42.4881,-72.5376,2002,2002-07-29,0.3
A_cinereopannosa,42.4881,-72.5376,2002,2002-07-30,2.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-07-31,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-01,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-02,1.4
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-03,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-04,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-05,0.7
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-06,0.1
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-07,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-08,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-09,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-10,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-11,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-12,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-13,2.9
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-14,0.2
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-15,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-16,3.5
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-17,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-18,1.7
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-19,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-20,7.8
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-21,0.0
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-22,11.2
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-23,0.5
A_cinereopannosa,42.4881,-72.5376,2002,2002-08-24,17.4
